time_s,centerline_distance_m,full_cylinder_worst_distance_m,centerline_projection_lambda,missile_cloud_distance_m
8.59673333,7.63641878,7.73910599,0.0140556314,246.39236723
8.60066667,7.62092883,7.72306561,0.0139892982,245.21369996
8.60460000,7.60544699,7.70703349,0.0139229561,244.03503480
8.60853333,7.58997331,7.69100969,0.0138566051,242.85637176
8.61246667,7.57450785,7.67499428,0.0137902452,241.67771087
8.61640000,7.55905067,7.65898736,0.0137238763,240.49905218
8.62033333,7.54360184,7.64298904,0.0136574984,239.32039571
8.62426667,7.52816141,7.62699928,0.0135911116,238.14174150
8.62820000,7.51272945,7.61101817,0.0135247159,236.96308958
8.63213333,7.49730601,7.59504576,0.0134583112,235.78443998
8.63606667,7.48189116,7.57908212,0.0133918976,234.60579274
8.64000000,7.46648496,7.56312739,0.0133254751,233.42714789
8.64393333,7.45108747,7.54718160,0.0132590435,232.24850547
8.64786667,7.43569876,7.53124478,0.0131926031,231.06986553
8.65180000,7.42031888,7.51531699,0.0131261536,229.89122808
8.65573333,7.40494792,7.49939830,0.0130596952,228.71259319
8.65966667,7.38958592,7.48348881,0.0129932279,227.53396088
8.66360000,7.37423296,7.46758865,0.0129267516,226.35533119
8.66753333,7.35888909,7.45169780,0.0128602663,225.17670417
8.67146667,7.34355440,7.43581632,0.0127937720,223.99807985
8.67540000,7.32822894,7.41994428,0.0127272688,222.81945829
8.67933333,7.31291278,7.40408178,0.0126607567,221.64083952
8.68326667,7.29760599,7.38822897,0.0125942355,220.46222360
8.68720000,7.28230864,7.37238583,0.0125277054,219.28361056
8.69113333,7.26702080,7.35655242,0.0124611663,218.10500045
8.69506667,7.25174253,7.34072881,0.0123946182,216.92639332
8.69900000,7.23647391,7.32491511,0.0123280612,215.74778922
8.70293333,7.22121501,7.30911147,0.0122614952,214.56918819
8.70686667,7.20596590,7.29331785,0.0121949202,213.39059030
8.71080000,7.19072665,7.27753434,0.0121283362,212.21199559
8.71473333,7.17549734,7.26176100,0.0120617432,211.03340412
8.71866667,7.16027803,7.24599800,0.0119951412,209.85481593
8.72260000,7.14506880,7.23024538,0.0119285303,208.67623110
8.72653333,7.12986973,7.21450318,0.0118619104,207.49764966
8.73046667,7.11468089,7.19877147,0.0117952814,206.31907168
8.73440000,7.09950236,7.18305035,0.0117286435,205.14049723
8.73833333,7.08433420,7.16733998,0.0116619966,203.96192636
8.74226667,7.06917650,7.15164035,0.0115953407,202.78335913
8.74620000,7.05402934,7.13595153,0.0115286757,201.60479561
8.75013333,7.03889280,7.12027361,0.0114620018,200.42623586
8.75406667,7.02376694,7.10460678,0.0113953189,199.24767995
8.75800000,7.00865186,7.08895102,0.0113286270,198.06912795
8.76193333,6.99354762,7.07330641,0.0112619260,196.89057993
8.76586667,6.97845432,7.05767303,0.0111952161,195.71203597
8.76980000,6.96337203,7.04205107,0.0111284972,194.53349612
8.77373333,6.94830084,7.02644053,0.0110617692,193.35496048
8.77766667,6.93324082,7.01084148,0.0109950322,192.17642911
8.78160000,6.91819206,6.99525401,0.0109282862,190.99790210
8.78553333,6.90315465,6.97967833,0.0108615312,189.81937953
8.78946667,6.88812866,6.96411439,0.0107947672,188.64086148
8.79340000,6.87311419,6.94856230,0.0107279941,187.46234803
8.79733333,6.85811132,6.93302220,0.0106612121,186.28383928
8.80126667,6.84312013,6.91749419,0.0105944210,185.10533531
8.80520000,6.82814071,6.90197831,0.0105276208,183.92683622
8.80913333,6.81317316,6.88647463,0.0104608117,182.74834210
8.81306667,6.79821755,6.87098336,0.0103939935,181.56985304
8.81700000,6.78327398,6.85550451,0.0103271663,180.39136915
8.82093333,6.76834255,6.84003815,0.0102603300,179.21289052
8.82486667,6.75342333,6.82458444,0.0101934847,178.03441727
8.82880000,6.73851642,6.80914349,0.0101266304,176.85594949
8.83273333,6.72362192,6.79371531,0.0100597670,175.67748731
8.83666667,6.70873991,6.77830005,0.0099928946,174.49903083
8.84060000,6.69387050,6.76289786,0.0099260132,173.32058016
8.84453333,6.67901377,6.74750876,0.0098591227,172.14213544
8.84846667,6.66416982,6.73213284,0.0097922231,170.96369678
8.85240000,6.64933874,6.71677033,0.0097253146,169.78526430
8.85633333,6.63452065,6.70142120,0.0096583969,168.60683815
8.86026667,6.61971562,6.68608557,0.0095914702,167.42841844
8.86420000,6.60492376,6.67076366,0.0095245345,166.25000532
8.86813333,6.59014517,6.65545543,0.0094575897,165.07159893
8.87206667,6.57537996,6.64016104,0.0093906358,163.89319942
8.87600000,6.56062821,6.62488067,0.0093236729,162.71480693
8.87993333,6.54589004,6.60961430,0.0092567009,161.53642161
8.88386667,6.53116554,6.59436213,0.0091897199,160.35804363
8.88780000,6.51645482,6.57912426,0.0091227297,159.17967315
8.89173333,6.50175798,6.56390073,0.0090557306,158.00131034
8.89566667,6.48707514,6.54869178,0.0089887223,156.82295537
8.89960000,6.47240638,6.53349741,0.0089217050,155.64460841
8.90353333,6.45775183,6.51831776,0.0088546786,154.46626965
8.90746667,6.44311159,6.50315301,0.0087876431,153.28793928
8.91140000,6.42848577,6.48800316,0.0087205986,152.10961750
8.91533333,6.41387448,6.47286845,0.0086535450,150.93130450
8.91926667,6.39927782,6.45774892,0.0085864823,149.75300050
8.92320000,6.38469592,6.44264469,0.0085194105,148.57470570
8.92713333,6.37012887,6.42755594,0.0084523296,147.39642033
8.93106667,6.35557681,6.41248269,0.0083852397,146.21814462
8.93500000,6.34103983,6.39742519,0.0083181406,145.03987880
8.93893333,6.32651806,6.38238344,0.0082510325,143.86162311
8.94286667,6.31201161,6.36735767,0.0081839153,142.68337781
8.94680000,6.29752060,6.35234791,0.0081167890,141.50514315
8.95073333,6.28304515,6.33735436,0.0080496536,140.32691940
8.95466667,6.26858538,6.32237710,0.0079825091,139.14870685
8.95860000,6.25414140,6.30741629,0.0079153555,137.97050577
8.96253333,6.23971334,6.29247204,0.0078481928,136.79231646
8.96646667,6.22530132,6.27754448,0.0077810210,135.61413924
8.97040000,6.21090546,6.26263376,0.0077138401,134.43597441
8.97433333,6.19652589,6.24773999,0.0076466500,133.25782231
8.97826667,6.18216273,6.23286332,0.0075794509,132.07968327
8.98220000,6.16781611,6.21800389,0.0075122427,130.90155766
8.98613333,6.15348615,6.20316180,0.0074450253,129.72344583
8.99006667,6.13917299,6.18833724,0.0073777989,128.54534816
8.99400000,6.12487676,6.17353029,0.0073105633,127.36726505
8.99793333,6.11059757,6.15874117,0.0072433186,126.18919691
9.00186667,6.09633558,6.14396992,0.0071760648,125.01114416
9.00580000,6.08209090,6.12921678,0.0071088019,123.83310723
9.00973333,6.06786367,6.11448183,0.0070415298,122.65508659
9.01366667,6.05365403,6.09976521,0.0069742487,121.47708270
9.01760000,6.03946211,6.08506713,0.0069069584,120.29909607
9.02153333,6.02528806,6.07038766,0.0068396589,119.12112719
9.02546667,6.01113200,6.05572700,0.0067723504,117.94317661
9.02940000,5.99699408,6.04108529,0.0067050327,116.76524488
9.03333333,5.98287443,6.02646265,0.0066377059,115.58733256
9.03726667,5.96877321,6.01185927,0.0065703699,114.40944028
9.04120000,5.95469055,5.99727530,0.0065030248,113.23156864
9.04513333,5.94062660,5.98271086,0.0064356706,112.05371830
9.04906667,5.92658150,5.96816614,0.0063683072,110.87588993
9.05300000,5.91255540,5.95364130,0.0063009347,109.69808426
9.05693333,5.89854844,5.93913647,0.0062335530,108.52030201
9.06086667,5.88456079,5.92465182,0.0061661622,107.34254395
9.06480000,5.87059257,5.91018752,0.0060987622,106.16481090
9.06873333,5.85664396,5.89574375,0.0060313531,104.98710368
9.07266667,5.84271509,5.88132064,0.0059639348,103.80942319
9.07660000,5.82880613,5.86691836,0.0058965074,102.63177034
9.08053333,5.81491723,5.85253708,0.0058290708,101.45414610
9.08446667,5.80104854,5.83817698,0.0057616251,100.27655147
9.08840000,5.78720023,5.82383823,0.0056941702,99.09898750
9.09233333,5.77337245,5.80952100,0.0056267062,97.92145531
9.09626667,5.75956536,5.79522544,0.0055592330,96.74395605
9.10020000,5.74577913,5.78095175,0.0054917506,95.56649095
9.10413333,5.73201392,5.76670009,0.0054242590,94.38906128
9.10806667,5.71826988,5.75247064,0.0053567583,93.21166837
9.11200000,5.70454720,5.73826358,0.0052892484,92.03431366
9.11593333,5.69084603,5.72407909,0.0052217293,90.85699860
9.11986667,5.67716655,5.70991735,0.0051542011,89.67972478
9.12380000,5.66350892,5.69577854,0.0050866637,88.50249384
9.12773333,5.64987331,5.68166285,0.0050191171,87.32530751
9.13166667,5.63625990,5.66757046,0.0049515613,86.14816761
9.13560000,5.62266887,5.65350155,0.0048839964,84.97107608
9.13953333,5.60910038,5.63945632,0.0048164222,83.79403496
9.14346667,5.59555461,5.62543497,0.0047488389,82.61704640
9.14740000,5.58203175,5.61143768,0.0046812464,81.44011269
9.15133333,5.56853197,5.59746464,0.0046136447,80.26323622
9.15526667,5.55505546,5.58351604,0.0045460338,79.08641956
9.15920000,5.54160239,5.56959208,0.0044784137,77.90966542
9.16313333,5.52817296,5.55569298,0.0044107844,76.73297668
9.16706667,5.51476734,5.54181890,0.0043431459,75.55635639
9.17100000,5.50138573,5.52797007,0.0042754983,74.37980779
9.17493333,5.48802831,5.51414669,0.0042078414,73.20333435
9.17886667,5.47469527,5.50034893,0.0041401753,72.02693975
9.18280000,5.46138681,5.48657705,0.0040725000,70.85062792
9.18673333,5.44810312,5.47283121,0.0040048155,69.67440304
9.19066667,5.43484439,5.45911166,0.0039371218,68.49826960
9.19460000,5.42161083,5.44541857,0.0038694189,67.32223240
9.19853333,5.40840262,5.43175218,0.0038017068,66.14629655
9.20246667,5.39521998,5.41811269,0.0037339854,64.97046757
9.20640000,5.38206309,5.40450032,0.0036662549,63.79475136
9.21033333,5.36893217,5.39091527,0.0035985151,62.61915429
9.21426667,5.35582741,5.37735779,0.0035307661,61.44368318
9.21820000,5.34274903,5.36382807,0.0034630079,60.26834540
9.22213333,5.32969723,5.35032635,0.0033952405,59.09314892
9.22606667,5.31667222,5.33685283,0.0033274638,57.91810232
9.23000000,5.30367422,5.32340776,0.0032596779,56.74321494
9.23393333,5.29070343,5.30999134,0.0031918828,55.56849685
9.23786667,5.27776007,5.29660381,0.0031240784,54.39395904
9.24180000,5.26484436,5.28324540,0.0030562649,53.21961344
9.24573333,5.25195652,5.26991634,0.0029884420,52.04547305
9.24966667,5.23909675,5.25661685,0.0029206100,50.87155209
9.25360000,5.22626530,5.24334717,0.0028527687,49.69786611
9.25753333,5.21346237,5.23010753,0.0027849182,48.52443216
9.26146667,5.20068820,5.21689816,0.0027170584,47.35126897
9.26540000,5.18794300,5.20371930,0.0026491894,46.17839718
9.26933333,5.17522701,5.19057119,0.0025813111,45.00583958
9.27326667,5.16254047,5.17745406,0.0025134236,43.83362137
9.27720000,5.14988359,5.16436815,0.0024455268,42.66177054
9.28113333,5.13725662,5.15131370,0.0023776208,41.49031820
9.28506667,5.12465978,5.13829095,0.0023097055,40.31929911
9.28900000,5.11209333,5.12530015,0.0022417810,39.14875213
9.29293333,5.09955748,5.11234152,0.0021738472,37.97872091
9.29686667,5.08705250,5.09941531,0.0021059042,36.80925464
9.30080000,5.07457861,5.08652178,0.0020379519,35.64040894
9.30473333,5.06213607,5.07366114,0.0019699903,34.47224692
9.30866667,5.04972512,5.06083366,0.0019020195,33.30484053
9.31260000,5.03734601,5.04803957,0.0018340394,32.13827211
9.31653333,5.02499898,5.03527911,0.0017660500,30.97263635
9.32046667,5.01268430,5.02255252,0.0016980514,29.80804266
9.32440000,5.00040220,5.00986005,0.0016300434,28.64461814
9.32833333,4.98815296,4.99720194,0.0015620263,27.48251127
9.33226667,4.97593683,4.98457842,0.0014939998,26.32189659
9.33620000,4.96375406,4.97198973,0.0014259641,25.16298056
9.34013333,4.95160492,4.95943611,0.0013579190,24.00600920
9.34406667,4.93948967,4.94691780,0.0012898647,22.85127790
9.34800000,4.92740857,4.93443503,0.0012218011,21.69914426
9.35193333,4.91536190,4.92198803,0.0011537283,20.55004522
9.35586667,4.90334992,4.90957703,0.0010856461,19.40451988
9.35980000,4.89137290,4.89720226,0.0010175547,18.26324072
9.36373333,4.87943112,4.88486394,0.0009494539,17.12705660
9.36766667,4.86752484,4.87256230,0.0008813439,15.99705319
9.37160000,4.85565435,4.86029756,0.0008132246,14.87463916
9.37553333,4.84381993,4.84806993,0.0007450959,13.76167162
9.37946667,4.83202185,4.83587963,0.0006769580,12.66064210
9.38340000,4.82026040,4.82372686,0.0006088108,11.57495776
9.38733333,4.80853586,4.81161185,0.0005406542,10.50937546
9.39126667,4.79684852,4.79953479,0.0004724884,9.47068290
9.39520000,4.78519866,4.78749589,0.0004043133,8.46877990
9.39913333,4.77358658,4.77549534,0.0003361288,7.51838866
9.40306667,4.76201257,4.76353336,0.0002679350,6.64165940
9.40700000,4.75047692,4.75161012,0.0001997320,5.87168184
9.41093333,4.73897993,4.73972584,0.0001315196,5.25558676
9.41486667,4.72752189,4.72788069,0.0000632979,4.85234719
9.41880000,4.71687300,4.71687300,-0.0000049332,4.71687300
9.42273333,4.87155468,4.87155468,-0.0000731735,4.87155468
9.42666667,5.29100516,5.29100516,-0.0001414232,5.29100516
9.43060000,5.91920289,5.91920289,-0.0002096822,5.91920289
9.43453333,6.69766575,6.69766575,-0.0002779505,6.69766575
9.43846667,7.58023922,7.58023922,-0.0003462281,7.58023922
9.44240000,8.53468590,8.53468590,-0.0004145151,8.53468590
9.44633333,9.53945683,9.53945683,-0.0004828114,9.53945683
9.45026667,10.58022431,10.58022431,-0.0005511170,10.58022431
9.45420000,11.64734273,11.64734273,-0.0006194320,11.64734273
9.45813333,12.73418924,12.73418924,-0.0006877563,12.73418924
9.46206667,13.83611560,13.83611560,-0.0007560900,13.83611560
9.46600000,14.94978765,14.94978765,-0.0008244330,14.94978765
9.46993333,16.07276402,16.07276402,-0.0008927853,16.07276402
9.47386667,17.20322272,17.20322272,-0.0009611470,17.20322272
9.47780000,18.33978019,18.33978019,-0.0010295180,18.33978019
9.48173333,19.48136903,19.48136903,-0.0010978984,19.48136903
9.48566667,20.62715390,20.62715390,-0.0011662881,20.62715390
9.48960000,21.77647246,21.77647246,-0.0012346872,21.77647246
9.49353333,22.92879335,22.92879335,-0.0013030956,22.92879335
9.49746667,24.08368560,24.08368560,-0.0013715134,24.08368560
9.50140000,25.24079628,25.24079628,-0.0014399406,25.24079628
9.50533333,26.39983367,26.39983367,-0.0015083771,26.39983367
9.50926667,27.56055470,27.56055470,-0.0015768230,27.56055470
9.51320000,28.72275526,28.72275526,-0.0016452782,28.72275526
9.51713333,29.88626273,29.88626273,-0.0017137428,29.88626273
9.52106667,31.05093022,31.05093022,-0.0017822168,31.05093022
9.52500000,32.21663190,32.21663190,-0.0018507001,32.21663190
9.52893333,33.38325945,33.38325945,-0.0019191928,33.38325945
9.53286667,34.55071907,34.55071907,-0.0019876949,34.55071907
9.53680000,35.71892917,35.71892917,-0.0020562064,35.71892917
9.54073333,36.88781846,36.88781846,-0.0021247272,36.88781846
9.54466667,38.05732436,38.05732436,-0.0021932574,38.05732436
9.54860000,39.22739171,39.22739171,-0.0022617971,39.22739171
9.55253333,40.39797172,40.39797172,-0.0023303460,40.39797172
9.55646667,41.56902110,41.56902110,-0.0023989044,41.56902110
9.56040000,42.74050125,42.74050125,-0.0024674722,42.74050125
9.56433333,43.91237771,43.91237771,-0.0025360493,43.91237771
9.56826667,45.08461957,45.08461957,-0.0026046359,45.08461957
9.57220000,46.25719905,46.25719905,-0.0026732318,46.25719905
9.57613333,47.43009110,47.43009110,-0.0027418371,47.43009110
9.58006667,48.60327311,48.60327311,-0.0028104518,48.60327311
9.58400000,49.77672457,49.77672457,-0.0028790760,49.77672457
9.58793333,50.95042685,50.95042685,-0.0029477095,50.95042685
9.59186667,52.12436303,52.12436303,-0.0030163524,52.12436303
9.59580000,53.29851764,53.29851764,-0.0030850047,53.29851764
9.59973333,54.47287655,54.47287655,-0.0031536665,54.47287655
9.60366667,55.64742684,55.64742684,-0.0032223376,55.64742684
9.60760000,56.82215663,56.82215663,-0.0032910182,56.82215663
9.61153333,57.99705502,57.99705502,-0.0033597082,57.99705502
9.61546667,59.17211197,59.17211197,-0.0034284075,59.17211197
9.61940000,60.34731821,60.34731821,-0.0034971163,60.34731821
9.62333333,61.52266519,61.52266519,-0.0035658346,61.52266519
9.62726667,62.69814499,62.69814499,-0.0036345622,62.69814499
9.63120000,63.87375028,63.87375028,-0.0037032993,63.87375028
9.63513333,65.04947426,65.04947426,-0.0037720457,65.04947426
9.63906667,66.22531060,66.22531060,-0.0038408017,66.22531060
9.64300000,67.40125342,67.40125342,-0.0039095670,67.40125342
9.64693333,68.57729726,68.57729726,-0.0039783418,68.57729726
9.65086667,69.75343699,69.75343699,-0.0040471260,69.75343699
9.65480000,70.92966784,70.92966784,-0.0041159196,70.92966784
9.65873333,72.10598537,72.10598537,-0.0041847227,72.10598537
9.66266667,73.28238538,73.28238538,-0.0042535352,73.28238538
9.66660000,74.45886399,74.45886399,-0.0043223571,74.45886399
9.67053333,75.63541750,75.63541750,-0.0043911885,75.63541750
9.67446667,76.81204250,76.81204250,-0.0044600293,76.81204250
9.67840000,77.98873573,77.98873573,-0.0045288796,77.98873573
9.68233333,79.16549416,79.16549416,-0.0045977393,79.16549416
9.68626667,80.34231491,80.34231491,-0.0046666085,80.34231491
9.69020000,81.51919531,81.51919531,-0.0047354871,81.51919531
9.69413333,82.69613278,82.69613278,-0.0048043752,82.69613278
9.69806667,83.87312495,83.87312495,-0.0048732728,83.87312495
9.70200000,85.05016952,85.05016952,-0.0049421797,85.05016952
9.70593333,86.22726436,86.22726436,-0.0050110962,86.22726436
9.70986667,87.40440743,87.40440743,-0.0050800221,87.40440743
9.71380000,88.58159682,88.58159682,-0.0051489575,88.58159682
9.71773333,89.75883070,89.75883070,-0.0052179023,89.75883070
9.72166667,90.93610734,90.93610734,-0.0052868566,90.93610734
9.72560000,92.11342511,92.11342511,-0.0053558204,92.11342511
9.72953333,93.29078244,93.29078244,-0.0054247936,93.29078244
9.73346667,94.46817785,94.46817785,-0.0054937764,94.46817785
9.73740000,95.64560995,95.64560995,-0.0055627686,95.64560995
9.74133333,96.82307739,96.82307739,-0.0056317702,96.82307739
9.74526667,98.00057889,98.00057889,-0.0057007814,98.00057889
9.74920000,99.17811326,99.17811326,-0.0057698020,99.17811326
9.75313333,100.35567932,100.35567932,-0.0058388321,100.35567932
9.75706667,101.53327597,101.53327597,-0.0059078717,101.53327597
9.76100000,102.71090217,102.71090217,-0.0059769208,102.71090217
9.76493333,103.88855690,103.88855690,-0.0060459794,103.88855690
9.76886667,105.06623922,105.06623922,-0.0061150474,105.06623922
9.77280000,106.24394820,106.24394820,-0.0061841250,106.24394820
9.77673333,107.42168296,107.42168296,-0.0062532120,107.42168296
9.78066667,108.59944266,108.59944266,-0.0063223086,108.59944266
9.78460000,109.77722651,109.77722651,-0.0063914146,109.77722651
9.78853333,110.95503374,110.95503374,-0.0064605301,110.95503374
9.79246667,112.13286360,112.13286360,-0.0065296552,112.13286360
9.79640000,113.31071539,113.31071539,-0.0065987897,113.31071539
9.80033333,114.48858844,114.48858844,-0.0066679338,114.48858844
9.80426667,115.66648209,115.66648209,-0.0067370873,115.66648209
9.80820000,116.84439572,116.84439572,-0.0068062504,116.84439572
9.81213333,118.02232874,118.02232874,-0.0068754230,118.02232874
9.81606667,119.20028057,119.20028057,-0.0069446051,119.20028057
9.82000000,120.37825065,120.37825065,-0.0070137967,120.37825065
9.82393333,121.55623847,121.55623847,-0.0070829978,121.55623847
9.82786667,122.73424349,122.73424349,-0.0071522085,122.73424349
9.83180000,123.91226524,123.91226524,-0.0072214286,123.91226524
9.83573333,125.09030325,125.09030325,-0.0072906583,125.09030325
9.83966667,126.26835705,126.26835705,-0.0073598976,126.26835705
9.84360000,127.44642621,127.44642621,-0.0074291463,127.44642621
9.84753333,128.62451031,128.62451031,-0.0074984046,128.62451031
9.85146667,129.80260894,129.80260894,-0.0075676724,129.80260894
9.85540000,130.98072171,130.98072171,-0.0076369497,130.98072171
9.85933333,132.15884823,132.15884823,-0.0077062366,132.15884823
9.86326667,133.33698816,133.33698816,-0.0077755330,133.33698816
9.86720000,134.51514113,134.51514113,-0.0078448390,134.51514113
9.87113333,135.69330680,135.69330680,-0.0079141545,135.69330680
9.87506667,136.87148484,136.87148484,-0.0079834795,136.87148484
9.87900000,138.04967495,138.04967495,-0.0080528141,138.04967495
9.88293333,139.22787681,139.22787681,-0.0081221582,139.22787681
9.88686667,140.40609013,140.40609013,-0.0081915119,140.40609013
9.89080000,141.58431461,141.58431461,-0.0082608751,141.58431461
9.89473333,142.76255000,142.76255000,-0.0083302479,142.76255000
9.89866667,143.94079600,143.94079600,-0.0083996302,143.94079600
9.90260000,145.11905238,145.11905238,-0.0084690221,145.11905238
9.90653333,146.29731888,146.29731888,-0.0085384236,146.29731888
9.91046667,147.47559525,147.47559525,-0.0086078346,147.47559525
9.91440000,148.65388126,148.65388126,-0.0086772552,148.65388126
9.91833333,149.83217668,149.83217668,-0.0087466853,149.83217668
9.92226667,151.01048129,151.01048129,-0.0088161250,151.01048129
9.92620000,152.18879489,152.18879489,-0.0088855743,152.18879489
9.93013333,153.36711725,153.36711725,-0.0089550332,153.36711725
9.93406667,154.54544819,154.54544819,-0.0090245016,154.54544819
9.93800000,155.72378750,155.72378750,-0.0090939796,155.72378750
9.94193333,156.90213501,156.90213501,-0.0091634672,156.90213501
9.94586667,158.08049051,158.08049051,-0.0092329643,158.08049051
9.94980000,159.25885385,159.25885385,-0.0093024711,159.25885385
9.95373333,160.43722484,160.43722484,-0.0093719874,160.43722484
9.95766667,161.61560331,161.61560331,-0.0094415133,161.61560331
9.96160000,162.79398911,162.79398911,-0.0095110488,162.79398911
9.96553333,163.97238208,163.97238208,-0.0095805938,163.97238208
9.96946667,165.15078206,165.15078206,-0.0096501485,165.15078206
9.97340000,166.32918891,166.32918891,-0.0097197128,166.32918891
9.97733333,167.50760247,167.50760247,-0.0097892866,167.50760247
9.98126667,168.68602262,168.68602262,-0.0098588701,168.68602262
9.98520000,169.86444920,169.86444920,-0.0099284631,169.86444920
9.98913333,171.04288210,171.04288210,-0.0099980658,171.04288210
9.99306667,172.22132117,172.22132117,-0.0100676780,172.22132117
9.99700000,173.39976630,173.39976630,-0.0101372999,173.39976630
10.00093333,174.57821736,174.57821736,-0.0102069314,174.57821736
10.00486667,175.75667422,175.75667422,-0.0102765724,175.75667422
10.00880000,176.93513679,176.93513679,-0.0103462231,176.93513679
10.01273333,178.11360493,178.11360493,-0.0104158834,178.11360493
10.01666667,179.29207855,179.29207855,-0.0104855533,179.29207855
10.02060000,180.47055753,180.47055753,-0.0105552329,180.47055753
10.02453333,181.64904178,181.64904178,-0.0106249220,181.64904178
10.02846667,182.82753118,182.82753118,-0.0106946208,182.82753118
10.03240000,184.00602564,184.00602564,-0.0107643292,184.00602564
10.03633333,185.18452506,185.18452506,-0.0108340472,185.18452506
10.04026667,186.36302936,186.36302936,-0.0109037748,186.36302936
10.04420000,187.54153843,187.54153843,-0.0109735121,187.54153843
10.04813333,188.72005218,188.72005218,-0.0110432590,188.72005218
10.05206667,189.89857054,189.89857054,-0.0111130155,189.89857054
10.05600000,191.07709341,191.07709341,-0.0111827817,191.07709341
10.05993333,192.25562072,192.25562072,-0.0112525575,192.25562072
10.06386667,193.43415238,193.43415238,-0.0113223429,193.43415238
10.06780000,194.61268830,194.61268830,-0.0113921380,194.61268830
10.07173333,195.79122843,195.79122843,-0.0114619427,195.79122843
10.07566667,196.96977267,196.96977267,-0.0115317571,196.96977267
10.07960000,198.14832096,198.14832096,-0.0116015811,198.14832096
10.08353333,199.32687322,199.32687322,-0.0116714148,199.32687322
10.08746667,200.50542939,200.50542939,-0.0117412581,200.50542939
10.09140000,201.68398939,201.68398939,-0.0118111111,201.68398939
10.09533333,202.86255316,202.86255316,-0.0118809737,202.86255316
10.09926667,204.04112064,204.04112064,-0.0119508460,204.04112064
10.10320000,205.21969176,205.21969176,-0.0120207279,205.21969176
10.10713333,206.39826645,206.39826645,-0.0120906195,206.39826645
10.11106667,207.57684466,207.57684466,-0.0121605208,207.57684466
10.11500000,208.75542632,208.75542632,-0.0122304317,208.75542632
10.11893333,209.93401139,209.93401139,-0.0123003523,209.93401139
10.12286667,211.11259980,211.11259980,-0.0123702825,211.11259980
10.12680000,212.29119149,212.29119149,-0.0124402225,212.29119149
10.13073333,213.46978642,213.46978642,-0.0125101721,213.46978642
10.13466667,214.64838452,214.64838452,-0.0125801313,214.64838452
10.13860000,215.82698575,215.82698575,-0.0126501003,215.82698575
10.14253333,217.00559005,217.00559005,-0.0127200789,217.00559005
10.14646667,218.18419739,218.18419739,-0.0127900672,218.18419739
10.15040000,219.36280769,219.36280769,-0.0128600652,219.36280769
10.15433333,220.54142093,220.54142093,-0.0129300729,220.54142093
10.15826667,221.72003705,221.72003705,-0.0130000903,221.72003705
10.16220000,222.89865601,222.89865601,-0.0130701173,222.89865601
10.16613333,224.07727776,224.07727776,-0.0131401541,224.07727776
10.17006667,225.25590225,225.25590225,-0.0132102005,225.25590225
10.17400000,226.43452945,226.43452945,-0.0132802566,226.43452945
10.17793333,227.61315932,227.61315932,-0.0133503225,227.61315932
10.18186667,228.79179181,228.79179181,-0.0134203980,228.79179181
10.18580000,229.97042688,229.97042688,-0.0134904832,229.97042688
10.18973333,231.14906449,231.14906449,-0.0135605782,231.14906449
10.19366667,232.32770460,232.32770460,-0.0136306828,232.32770460
10.19760000,233.50634718,233.50634718,-0.0137007971,233.50634718
10.20153333,234.68499219,234.68499219,-0.0137709212,234.68499219
10.20546667,235.86363959,235.86363959,-0.0138410549,235.86363959
10.20940000,237.04228935,237.04228935,-0.0139111984,237.04228935
10.21333333,238.22094143,238.22094143,-0.0139813516,238.22094143
10.21726667,239.39959579,239.39959579,-0.0140515145,239.39959579
10.22120000,240.57825241,240.57825241,-0.0141216871,240.57825241
10.22513333,241.75691125,241.75691125,-0.0141918695,241.75691125
10.22906667,242.93557228,242.93557228,-0.0142620615,242.93557228
10.23300000,244.11423546,244.11423546,-0.0143322633,244.11423546
10.23693333,245.29290077,245.29290077,-0.0144024749,245.29290077
10.24086667,246.47156818,246.47156818,-0.0144726961,246.47156818
10.24480000,247.65023765,247.65023765,-0.0145429271,247.65023765
10.24873333,248.82890915,248.82890915,-0.0146131678,248.82890915
10.25266667,250.00758267,250.00758267,-0.0146834182,250.00758267
10.25660000,251.18625816,251.18625816,-0.0147536784,251.18625816
10.26053333,252.36493560,252.36493560,-0.0148239483,252.36493560
10.26446667,253.54361497,253.54361497,-0.0148942280,253.54361497
10.26840000,254.72229623,254.72229623,-0.0149645174,254.72229623
10.27233333,255.90097936,255.90097936,-0.0150348166,255.90097936
10.27626667,257.07966434,257.07966434,-0.0151051255,257.07966434
10.28020000,258.25835114,258.25835114,-0.0151754441,258.25835114
10.28413333,259.43703973,259.43703973,-0.0152457725,259.43703973
10.28806667,260.61573010,260.61573010,-0.0153161107,260.61573010
10.29200000,261.79442221,261.79442221,-0.0153864586,261.79442221
10.29593333,262.97311604,262.97311604,-0.0154568162,262.97311604
10.29986667,264.15181158,264.15181158,-0.0155271837,264.15181158
10.30380000,265.33050879,265.33050879,-0.0155975608,265.33050879
10.30773333,266.50920766,266.50920766,-0.0156679478,266.50920766
10.31166667,267.68790816,267.68790816,-0.0157383445,267.68790816
10.31560000,268.86661027,268.86661027,-0.0158087510,268.86661027
10.31953333,270.04531397,270.04531397,-0.0158791672,270.04531397
10.32346667,271.22401925,271.22401925,-0.0159495933,271.22401925
10.32740000,272.40272607,272.40272607,-0.0160200291,272.40272607
10.33133333,273.58143442,273.58143442,-0.0160904746,273.58143442
